ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Family_Size,Total_Children,Total_Spending,Total_Purchases,Total_Campaigns_Accepted,Customer_Tenure_Days,Cluster,PCA1,PCA2
1263,1952,Graduation,Married,66520.17,1,0,2013-12-11,26,261,30,177,30,32,40,0,5,2,7,7,0,0,0,0,0,0,0,63,3,1,570,14,0,351,3,0.7037161073549718,0.11534607593967734
1264,1980,Master,Together,43388.52,0,0,2014-08-22,49,80,40,118,7,23,33,4,5,0,1,8,0,1,1,0,0,0,0,35,2,0,301,10,2,97,1,-1.8816708624144338,0.9906172739264034
1265,1993,Master,Single,36614.2,0,0,2013-03-30,57,207,0,59,14,20,7,7,6,0,3,7,1,0,0,0,0,0,0,22,1,0,307,16,1,607,1,-1.9617101298964779,1.7581928351693132
1266,1975,Basic,Single,24058.31,2,0,2014-05-14,76,14,11,6,14,5,6,1,2,0,1,9,0,0,0,0,0,0,0,40,3,2,56,4,0,197,2,-2.8455551914872816,-0.7814621673421934
1267,1981,Graduation,Divorced,35315.33,0,1,2012-12-21,52,122,29,153,7,0,43,5,6,1,3,7,1,0,0,1,0,0,0,34,2,1,354,15,2,706,1,-1.5461121307808166,1.289974914145783
1268,1973,Graduation,Married,25977.13,0,1,2012-12-06,40,0,9,8,4,4,15,0,1,0,3,6,0,0,0,0,0,0,0,42,3,1,40,4,0,721,2,-1.631285056679662,-1.600297732510489
1269,1944,PhD,Married,66470.54,0,0,2013-05-07,42,395,7,200,44,25,58,2,2,1,6,6,0,0,0,0,0,0,0,71,2,0,729,11,0,569,3,0.2413494178620627,-0.3890998950348645
1270,1984,Master,Single,45859.16,0,1,2014-04-11,54,71,6,90,36,17,0,3,7,1,0,7,0,0,0,0,0,0,0,31,2,1,220,11,0,230,1,-1.672217269130947,1.1126258269413662
1271,1966,PhD,Widow,96371.83,0,0,2013-06-17,35,402,99,711,45,84,63,2,3,10,6,3,1,0,0,1,1,0,0,49,1,0,1404,21,3,528,0,3.512375451422518,0.08707417252311318
1272,1981,Master,Single,39660.15,2,0,2013-12-08,48,202,7,31,24,29,11,2,7,1,2,7,0,0,0,0,0,0,0,34,3,2,304,12,0,354,1,-1.3051190308714737,0.8209754751840718
1273,1983,Master,Widow,21344.4,0,0,2014-02-16,43,47,6,13,11,8,13,3,1,0,3,3,0,0,0,0,0,0,0,32,1,0,98,7,0,284,2,-1.5602791298529644,-1.335011534001377
1274,1979,Graduation,Together,56654.91,1,0,2012-09-04,35,87,16,55,17,0,43,3,10,1,6,10,0,0,0,0,0,0,0,36,3,1,218,20,0,814,1,-0.7653963507560889,2.4947243852067875
1275,1976,Graduation,Married,99751.82,0,1,2013-06-05,20,792,52,480,72,42,147,1,1,0,8,3,0,0,1,1,0,0,0,39,3,1,1585,10,2,540,0,2.5887546205572773,-0.9219413247251977
1276,1980,Graduation,Single,58240.19,2,1,2014-07-08,61,87,18,144,11,5,31,6,6,2,4,10,0,0,0,0,0,0,0,35,4,3,296,18,0,142,1,-1.4421112743736708,2.1760196680707744
1277,1962,Master,Single,34883.17,1,1,2013-06-05,44,39,15,21,5,0,0,1,1,1,4,9,0,0,0,0,0,0,1,53,3,2,80,7,1,540,2,-1.6517750860088387,-0.7772351923771296
1278,1969,Graduation,Divorced,91039.77,0,0,2013-06-29,38,687,62,245,69,102,119,4,4,5,10,3,0,0,1,0,1,0,0,46,1,0,1284,23,2,516,0,2.780816618741026,0.5725104057445836
1279,1980,Basic,Widow,40377.82,0,0,2012-11-07,51,43,0,33,5,2,4,1,2,0,0,6,0,0,0,0,0,0,0,35,1,0,87,3,0,750,2,-1.8703239704279915,-0.9735403519162243
1280,1957,Graduation,Together,76492.27,1,0,2013-01-20,0,692,63,225,59,57,127,0,6,6,6,3,0,1,0,0,0,0,1,58,3,1,1223,18,2,676,0,2.9838843753630937,0.2262785187735543
1281,1967,Graduation,Divorced,48000.0,1,0,2012-07-01,66,21,10,45,12,10,14,0,0,0,2,6,0,0,0,0,0,0,0,48,2,1,112,2,0,879,2,-1.613375573214228,-1.814947231954286
1282,1962,Master,Married,48192.7,0,0,2014-08-06,37,260,44,188,56,45,74,3,1,4,9,4,1,0,0,0,0,0,1,53,2,0,667,17,2,113,3,0.9008872811607986,-0.7769065199736584
1283,1971,Master,Divorced,86188.68,0,1,2012-09-21,0,787,57,399,99,44,112,0,3,10,7,2,1,0,0,1,0,0,0,44,2,1,1498,20,2,797,0,4.290302155221032,-0.4770215504876713
1284,1983,Graduation,Together,26157.06,0,0,2014-04-03,83,44,8,46,0,2,11,0,4,0,6,8,0,0,0,0,0,0,0,32,2,0,111,10,0,238,2,-1.9557641524117522,-0.7689197390165333
1285,1983,2n Cycle,Married,45948.69,0,0,2013-03-08,33,68,4,116,7,3,28,5,9,1,1,5,0,0,0,0,0,0,0,32,2,0,226,16,0,629,1,-1.1031672031467776,1.953259284251276
1286,1977,Master,Married,57251.95,1,1,2014-08-20,35,67,13,109,33,31,17,0,4,4,4,4,0,0,0,0,0,0,0,38,4,2,270,12,0,99,3,0.4270106064946809,-0.7009425830262426
1287,1972,Master,Married,54487.2,0,1,2012-05-27,32,195,16,288,62,20,45,2,3,1,2,3,0,0,0,0,0,0,0,43,3,1,626,8,0,914,3,-0.04607217897569719,-0.6089325391777234
1288,1959,Graduation,Together,81581.5,0,1,2012-06-03,57,822,64,354,37,97,166,0,6,4,5,4,1,1,0,0,0,0,0,56,3,1,1540,15,2,907,0,2.034266006495613,0.09888848290817377
1289,1952,PhD,Married,93052.08,0,1,2013-09-19,28,749,64,456,81,116,108,0,2,7,7,3,1,0,1,1,1,0,0,63,3,1,1574,16,4,434,0,3.471243447121325,-0.7748799767649811
1290,1966,PhD,Married,74747.84,0,0,2013-03-03,37,565,72,302,88,23,107,2,4,8,6,3,0,0,0,0,0,0,1,49,2,0,1157,20,1,634,0,2.4974432721470667,0.05698086733076825
1291,1970,Master,Widow,74962.13,1,1,2014-08-11,29,837,69,470,104,52,69,0,5,9,11,1,1,0,0,0,0,0,1,45,3,2,1601,25,2,108,0,4.282880419745452,-0.44328542664432263
1292,1963,PhD,Single,80486.4,0,1,2012-10-08,17,541,81,412,81,69,97,0,7,9,10,6,1,0,0,1,0,0,1,52,2,1,1281,26,3,780,0,3.515579057187576,0.9607536880956224
1293,1953,Basic,Married,74518.55,0,0,2013-08-28,27,783,78,393,87,64,73,2,5,5,8,0,0,0,0,0,0,0,0,62,2,0,1478,20,0,456,0,3.1149232925060018,-0.1817160590532964
1294,1975,Basic,Together,36039.19,0,0,2013-02-02,47,47,7,58,10,6,1,0,2,0,5,4,0,0,0,0,0,0,0,40,2,0,129,7,0,663,2,-0.8948798628646676,-1.6361553683227288
1295,1966,PhD,Divorced,86632.26,0,1,2014-08-24,9,785,97,515,60,52,75,0,5,5,11,1,1,0,1,0,0,0,1,49,2,1,1584,21,3,95,0,4.116384810689547,-0.37328436922427427
1296,1966,PhD,Together,63949.31,0,1,2012-06-12,0,436,44,204,48,39,35,5,2,1,11,4,0,0,0,1,0,0,0,49,3,1,806,19,1,898,3,1.4770951531984262,0.2491652727499675
1297,1968,Master,Together,66599.3,0,1,2012-08-07,16,485,23,256,40,60,121,0,6,10,10,2,1,0,0,1,0,0,1,47,3,1,985,26,3,842,0,3.6248119170320736,-0.0708982111515182
1298,1954,2n Cycle,Together,76034.65,0,0,2013-01-15,12,725,70,556,92,34,135,2,6,6,8,4,0,0,0,0,0,0,1,61,2,0,1612,22,1,681,0,3.1427551820625927,0.8849613904589204
1299,1961,Master,Married,53551.33,0,0,2012-05-29,41,312,29,273,18,32,70,1,3,3,8,4,0,0,1,0,0,0,0,54,2,0,734,15,1,912,3,0.9460068954687776,-0.7703406816821416
1300,1978,Graduation,Together,39467.89,1,1,2013-09-11,84,20,16,41,12,3,12,2,1,1,0,6,0,0,0,0,0,0,0,37,4,2,104,4,0,442,2,-2.2627810170735034,-1.1341227499266646
1301,1990,Graduation,Married,43986.48,0,1,2013-07-13,12,111,0,62,18,23,0,3,10,2,2,9,0,0,0,0,0,0,0,25,3,1,214,17,0,502,1,-0.9184584887734113,2.4579880868797925
1302,1973,Graduation,Married,79915.43,0,0,2014-01-15,33,424,53,495,100,70,100,3,5,5,12,4,0,0,0,0,1,0,1,42,2,0,1242,25,2,316,0,2.8047987462236272,0.6381624966018247
1303,1975,2n Cycle,Divorced,25071.41,0,0,2012-11-26,44,64,0,75,6,0,7,3,1,0,4,4,0,0,0,0,0,1,0,40,1,0,152,8,0,731,2,-1.452262438968911,-1.1544744028441394
1304,1948,Graduation,Divorced,90361.03,0,1,2013-05-16,31,655,112,393,116,63,130,2,4,10,8,3,1,0,0,0,1,0,0,67,2,1,1469,24,2,560,0,3.781531984847903,0.30893043639269097
1305,1978,Graduation,Divorced,46721.69,2,0,2014-05-24,55,74,0,50,19,19,23,6,6,0,3,9,0,0,0,0,0,0,0,37,3,2,185,15,0,187,1,-2.027695837142299,1.8860246109780119
1306,1970,Master,Married,65477.33,1,0,2012-10-02,36,104,35,164,35,39,84,1,2,0,5,4,0,0,0,0,0,0,1,45,3,1,461,8,1,786,3,0.09824452576321122,-1.0175816043547834
1307,1989,Basic,Widow,18840.5,2,1,2013-10-24,59,74,18,50,4,10,2,3,2,1,0,4,0,0,0,0,0,0,0,26,4,3,158,6,0,399,2,-2.0861498622301484,-0.9365086655526915
1308,1976,Basic,Married,39740.73,1,0,2012-07-11,54,9,4,0,13,13,0,0,0,0,3,7,0,0,0,0,0,0,0,39,3,1,39,3,0,869,2,-1.6976813277641625,-1.6750787950690578
1309,1958,Graduation,Married,62784.3,0,0,2013-07-16,39,352,37,304,16,31,70,2,4,2,12,3,1,0,0,0,0,0,0,57,2,0,810,20,1,499,3,1.6456354363642884,-0.39826036673349813
1310,1982,Graduation,Married,43264.55,1,0,2012-11-13,36,116,32,64,42,21,41,3,1,1,1,8,0,0,0,0,0,0,0,33,3,1,316,6,0,744,2,-1.5482819873081848,-0.2124556070316639
1311,1972,Graduation,Single,18758.08,0,1,2014-11-06,54,14,6,34,0,14,12,2,3,0,1,3,0,0,0,0,0,0,0,43,2,1,80,6,0,21,2,-1.896819224812805,-1.1339849410016625
1312,1957,2n Cycle,Single,31153.66,2,1,2012-09-16,43,24,7,31,5,3,13,1,2,0,1,4,0,0,0,0,0,0,0,58,4,3,83,4,0,802,2,-1.5660704648336168,-1.3376010405996965
1313,1986,PhD,Single,18056.82,0,0,2014-02-14,44,26,0,68,13,9,7,2,2,0,1,6,0,0,0,0,0,0,0,29,1,0,123,5,0,286,2,-2.154991619785064,-0.8504705729898739
1314,1971,PhD,Together,70109.71,1,2,2013-03-30,34,217,7,163,46,11,33,2,4,3,7,4,0,0,0,0,0,0,0,44,5,3,477,16,0,607,3,0.9504235243071453,-0.10458742786586867
1315,1966,PhD,Married,81576.73,0,0,2014-08-30,56,796,65,476,99,66,106,0,2,14,2,3,0,0,0,0,1,0,0,49,2,0,1608,18,1,89,0,3.421510898296667,-0.714542416241204
1316,1982,Graduation,Together,42036.39,0,0,2014-09-25,51,80,2,61,24,25,12,6,9,1,4,8,0,1,0,0,0,0,0,33,2,0,204,20,1,63,1,-1.5524724537946006,2.521041341035331
1317,1980,Master,Single,48218.2,0,1,2012-10-05,40,88,32,38,31,17,14,4,5,1,2,7,0,0,0,0,0,0,0,35,2,1,220,12,0,783,1,-1.3170430690151635,0.9241007028345148
1318,1949,2n Cycle,Married,42465.16,0,0,2013-12-18,34,362,18,100,43,44,18,1,1,2,7,6,0,1,0,0,0,0,1,66,2,0,585,11,2,344,3,0.0644010672232863,-1.063629869062642
1319,1969,Master,Divorced,23777.03,0,0,2014-10-12,63,49,9,63,1,0,13,1,0,1,3,5,0,0,0,0,0,0,0,46,1,0,135,5,0,46,2,-1.7068182240806695,-1.8604820431355396
1320,2000,Master,Married,41060.14,1,1,2014-07-18,60,65,8,162,32,30,25,5,2,1,4,5,1,0,0,0,0,0,0,15,4,2,322,12,1,132,2,-1.2815923809842653,-0.10498447046316296
1321,1957,Graduation,Married,53936.85,1,0,2013-06-22,58,400,19,63,49,35,22,2,3,3,6,5,0,0,0,0,0,1,0,58,3,1,588,14,0,523,3,0.1182715339705475,-0.43763809292591016
1322,1983,2n Cycle,Divorced,44353.27,1,1,2014-09-07,79,131,12,10,40,14,32,6,4,0,3,5,0,0,0,0,0,0,0,32,3,2,239,13,0,81,1,-1.873267315664931,0.5651295261800827
1323,1960,Basic,Married,29647.25,1,0,2013-11-15,49,23,7,40,11,17,21,3,1,0,0,2,0,0,0,0,0,0,0,55,3,1,119,4,0,377,2,-1.6935029720288557,-1.4203458438909375
1324,1982,Master,Married,102840.5,0,1,2013-12-11,0,658,74,426,118,65,151,1,8,4,8,2,0,1,0,0,0,0,1,33,3,1,1492,21,2,351,0,3.8052075036329036,1.0123137594139342
1325,1982,Graduation,Together,35033.3,0,1,2012-06-29,45,72,16,79,0,28,38,8,8,2,4,10,0,0,0,0,0,0,0,33,3,1,233,22,0,881,1,-1.874111481129585,3.1307125144713126
1326,1972,Graduation,Together,73466.58,0,0,2014-09-11,29,580,76,329,82,74,177,5,3,2,9,2,0,0,0,0,1,0,0,43,2,0,1318,19,1,77,3,1.9799033292269068,0.2471180537337547
1327,1965,2n Cycle,Divorced,64406.11,0,0,2012-10-04,29,789,119,609,66,49,161,4,4,5,10,2,1,1,1,1,1,0,0,50,1,0,1793,23,5,784,0,2.9824496505405627,0.3459010673328535
1328,1962,2n Cycle,Married,24922.08,0,1,2013-03-13,69,41,16,23,20,10,23,1,0,0,1,2,0,0,0,0,0,0,0,53,3,1,133,2,0,624,2,-1.7857360373587827,-2.377509584872828
1329,1988,Master,Together,47768.42,1,1,2013-02-12,56,67,13,67,0,0,3,6,1,1,0,5,0,0,0,0,0,0,0,27,4,2,150,8,0,653,2,-1.862792145038193,-0.0006817389974734432
1330,1995,Master,Married,20152.14,0,0,2013-03-06,41,27,0,13,23,25,25,0,1,1,4,2,0,0,0,0,0,0,0,20,2,0,113,6,0,631,2,-0.8758422528254293,-2.266348628975167
1331,1951,Master,Married,55977.02,0,1,2013-05-25,26,352,10,94,5,11,48,2,5,0,6,8,0,0,0,0,1,0,0,64,3,1,520,13,1,551,3,-0.3115768724523691,0.6618547346813503
1332,1975,Graduation,Together,89897.1,0,0,2014-01-15,59,614,23,238,69,46,54,0,4,2,13,3,0,0,0,0,1,0,1,40,2,0,1044,19,2,316,0,2.445027028159847,-0.80454467188945
1333,1967,2n Cycle,Married,28608.13,0,0,2014-09-23,94,34,13,57,2,15,16,0,1,1,5,6,0,0,0,0,0,0,0,48,2,0,137,7,0,65,2,-1.8020065215558265,-1.8721249322588709
1334,1967,2n Cycle,Single,90707.46,0,0,2014-06-18,27,592,59,321,54,39,60,4,4,5,5,3,0,1,0,0,0,0,1,48,1,0,1125,18,2,162,0,2.1454974430752705,0.676871118845984
1335,1983,Graduation,Married,36153.87,2,0,2013-02-14,50,31,13,45,2,21,0,2,0,0,1,7,0,0,1,0,0,0,0,32,4,2,112,3,1,651,2,-2.0591207292844986,-1.1088866382248947
1336,1957,Master,Together,76818.44,1,0,2012-06-14,31,250,93,606,7,37,107,1,7,9,7,4,1,1,0,0,0,1,0,58,3,1,1100,24,2,896,0,2.8825662699814916,0.801836746572689
1337,1960,Graduation,Married,60480.03,0,1,2014-11-18,71,349,38,158,61,34,22,3,1,4,8,3,0,0,0,0,0,0,0,55,3,1,662,16,0,9,3,0.693338181676504,-1.0275498128991805
1338,1982,Master,Married,77522.99,1,1,2013-01-23,15,599,61,548,47,71,90,0,6,8,12,2,0,0,1,0,0,0,0,33,4,2,1416,26,1,673,0,4.199296223232424,0.0015525158421198764
1339,1990,Graduation,Divorced,42801.5,2,0,2014-06-27,67,94,25,114,22,24,57,3,7,3,0,6,0,1,0,0,0,0,0,25,3,2,336,13,1,153,1,-1.3366158217250674,0.9392918576844936
1340,1982,2n Cycle,Single,39171.92,0,0,2014-04-22,71,22,16,5,15,0,8,3,1,1,4,5,0,0,0,0,0,0,0,33,1,0,66,9,0,219,2,-1.5799632500937881,-1.0215106412005996
1341,1974,Master,Together,31575.05,2,0,2014-06-20,56,12,0,48,17,23,39,6,3,2,4,7,0,0,0,0,0,0,1,41,4,2,139,15,1,160,1,-1.7539993245660017,0.6958238519561252
1342,1967,Master,Married,59944.81,1,2,2014-08-28,15,250,16,165,52,0,59,1,3,4,6,2,0,0,0,0,0,0,0,48,5,3,542,14,0,91,3,1.423646465904845,-0.8643665646667263
1343,1953,Graduation,Married,57771.45,0,1,2013-10-09,22,179,15,175,0,20,32,4,2,4,7,4,1,0,0,1,0,0,0,62,3,1,421,17,2,414,3,0.7567779712661714,-0.10287829193417769
1344,1948,Graduation,Together,58683.41,0,0,2012-10-05,24,751,86,365,88,30,124,1,8,8,7,2,0,1,0,0,0,0,0,67,2,0,1444,24,1,783,0,3.0635275692930333,0.6674201737772022
1345,1970,Master,Widow,21563.83,0,0,2013-03-04,71,86,7,17,16,5,7,0,3,0,3,4,0,0,0,1,0,0,0,45,1,0,138,6,1,633,2,-1.73286854420663,-1.5968874643375977
1346,1954,Graduation,Widow,34970.74,2,0,2013-03-05,34,20,3,33,0,18,6,1,2,0,4,8,0,0,0,0,0,0,0,61,3,2,80,7,0,632,2,-1.521922639750282,-0.6513283683265224
1347,1975,Master,Divorced,84149.58,0,0,2014-03-17,9,641,67,452,115,93,101,0,7,7,9,4,0,1,0,1,0,0,0,40,1,0,1469,23,2,255,0,3.690262759235289,0.6929056329421994
1348,1959,Master,Single,54674.0,0,1,2012-11-06,23,241,32,141,31,60,13,2,3,0,5,2,0,0,0,0,0,0,0,56,2,1,518,10,0,751,3,0.3162169289488926,-0.8125682770671906
1349,1995,Basic,Married,41515.11,0,0,2013-10-13,52,86,38,35,27,28,23,4,5,0,1,6,0,0,0,0,0,0,1,20,2,0,237,10,1,410,1,-1.7590377334129068,0.6234145403763728
1350,1969,Graduation,Married,64836.65,0,1,2013-11-08,24,306,32,182,12,37,80,2,0,3,7,3,0,0,0,0,0,0,0,46,3,1,649,12,0,384,3,1.1746581968023584,-1.2682048682736287
1351,1973,PhD,Together,85162.08,0,0,2013-03-12,14,479,44,533,94,24,87,2,4,7,8,5,1,0,0,0,0,0,1,42,2,0,1261,21,2,625,0,2.9446171132982095,0.5526021460171112
1352,1968,Graduation,Married,71705.66,0,2,2014-10-11,58,424,2,173,38,26,43,1,1,4,6,4,0,0,0,0,0,0,0,47,4,2,706,12,0,47,3,0.9248207785059697,-1.1950852547916744
1353,1979,Master,Together,36474.77,0,0,2012-11-29,65,12,4,3,0,25,9,3,1,1,1,6,0,0,0,0,0,0,0,36,2,0,53,6,0,728,2,-2.0725418579071317,-0.8053968276566336
1354,1951,PhD,Together,51121.9,0,2,2014-09-27,47,401,4,96,28,15,66,2,2,2,9,3,0,0,0,0,0,0,0,64,4,2,610,15,0,61,3,0.6786104333283084,-1.0540485731025642
1355,1977,Master,Married,76283.57,0,0,2013-05-22,36,578,96,700,91,77,81,3,3,5,9,6,0,1,0,0,0,0,1,38,2,0,1623,20,2,554,0,2.369833522129667,0.5019170723418958
1356,1968,Graduation,Divorced,22978.35,1,1,2013-02-28,70,13,0,32,15,33,0,1,5,0,1,5,0,0,0,0,0,0,0,47,3,2,93,7,0,637,2,-2.1460072726584145,-0.608226361922205
1357,1984,Master,Single,42318.54,0,0,2014-01-10,31,134,12,48,16,37,10,9,10,1,2,8,0,0,0,0,0,0,0,31,1,0,257,22,0,321,1,-1.6928745005796708,3.73436095973927
1358,1967,Basic,Single,37191.43,1,1,2012-12-01,39,37,2,22,22,14,18,2,3,0,2,5,0,0,0,0,0,0,0,48,3,2,115,7,0,726,2,-1.4203097995744953,-0.5866534282853849
1359,1990,Master,Married,45786.69,1,0,2014-11-02,57,114,16,150,9,32,31,6,5,0,4,6,0,0,0,0,0,0,0,25,3,1,352,15,0,25,1,-1.4171315013863885,1.1348638729669394
1360,1964,Graduation,Single,96443.15,0,1,2013-08-14,14,408,52,221,35,37,128,3,4,7,9,0,1,0,0,0,0,0,1,51,2,1,881,23,2,470,0,3.5100632889923293,0.014325098295622054
1361,1971,Graduation,Married,62956.65,0,2,2013-07-28,36,251,38,176,55,23,40,4,2,2,11,3,0,0,0,0,1,0,0,44,4,2,583,19,1,487,3,1.1304663157641985,-0.4012486356305948
1362,1969,Basic,Single,29417.38,0,0,2014-04-08,22,13,5,26,7,9,11,0,2,0,1,12,0,0,0,0,0,0,0,46,1,0,71,3,0,233,2,-2.301700865300434,-0.2011363200193096
1363,1978,Graduation,Married,55372.06,0,0,2012-05-31,67,584,24,166,42,35,112,0,6,3,3,3,0,0,0,1,0,0,0,37,2,0,963,12,1,910,3,0.5188029401461431,-0.43477661944613255
1364,1984,PhD,Married,31720.73,0,0,2012-08-30,68,48,16,22,15,11,10,2,0,0,3,5,0,0,0,0,0,0,1,31,2,0,122,5,1,819,2,-1.8714555981680616,-1.5988742715097248
1365,1995,2n Cycle,Married,35299.39,0,1,2013-08-20,44,194,0,76,20,0,21,5,3,1,2,7,0,0,0,0,0,0,0,20,3,1,311,11,0,464,1,-1.6808516563341056,0.5558184880363587
1366,1985,2n Cycle,Together,53671.93,1,0,2014-03-17,53,0,21,45,5,15,31,9,6,0,3,8,0,0,1,0,0,0,1,30,3,1,117,18,2,255,1,-2.0373119759856624,2.5721536389133477
1367,1959,Graduation,Married,68040.66,0,0,2012-08-01,22,906,81,403,50,78,94,3,3,4,8,1,0,0,1,0,0,0,1,56,2,0,1612,18,2,848,0,2.749950842461999,-0.3113464888299535
1368,1948,Master,Widow,44992.25,0,1,2013-02-02,13,289,58,230,12,6,47,0,3,1,8,4,1,1,1,0,0,0,0,67,2,1,642,12,3,663,3,0.8129149457808955,-1.0225804438692545
1369,1986,2n Cycle,Single,36207.56,2,0,2013-12-02,25,14,30,102,24,9,25,7,7,2,2,9,0,0,0,0,0,0,0,29,3,2,204,18,0,360,1,-1.6678692322560216,2.5909783306310996
1370,1979,2n Cycle,Single,38348.43,2,1,2014-04-22,57,172,17,14,19,10,0,3,7,2,3,4,0,0,1,0,0,0,0,36,4,3,232,15,1,219,1,-0.9200733777540987,0.544105745676014
1371,1987,Graduation,Married,33868.63,2,0,2012-11-09,37,104,11,63,29,27,51,10,7,1,0,9,0,0,0,0,0,0,0,28,4,2,285,18,0,748,1,-2.460271683766927,3.3059804747865664
1372,1993,Master,Single,48218.2,1,1,2014-02-04,65,64,24,106,25,16,27,7,6,1,7,9,0,0,1,0,0,0,0,22,3,2,262,21,1,296,1,-1.4757060124195231,2.0945984855854904
1373,1964,Master,Married,77080.11,0,1,2013-04-18,24,678,92,283,115,39,146,2,7,5,10,2,1,0,0,0,0,0,0,51,3,1,1353,24,1,588,0,3.1237257855355214,0.6533948861733175
1374,1991,2n Cycle,Single,31412.65,0,0,2012-11-12,24,98,3,136,27,16,38,6,4,0,0,4,0,0,0,0,0,0,0,24,1,0,318,10,0,745,1,-1.5572810279486538,0.6798012704379904
1375,1980,2n Cycle,Single,33115.4,2,1,2012-12-18,63,0,11,40,28,12,31,7,9,0,1,6,0,0,0,0,0,0,1,35,4,3,122,17,1,709,1,-2.3352627716720504,2.316671237066331
1376,1985,Master,Together,43310.27,1,0,2013-01-18,52,87,30,147,21,1,27,3,2,1,4,7,0,0,0,0,0,0,0,30,3,1,313,10,0,678,2,-1.2358590863075434,-0.24809295405648443
1377,1968,Master,Married,35262.75,1,1,2012-09-30,99,22,9,34,8,7,0,0,2,1,7,4,0,0,0,0,0,0,0,47,4,2,80,10,0,788,2,-1.2498621380949277,-1.9490973700423233
1378,1958,PhD,Divorced,88789.93,1,0,2014-10-20,23,724,81,458,96,83,172,0,7,5,6,3,1,0,0,0,0,0,0,57,2,1,1614,18,1,38,0,3.1630563804231446,0.4869682616901629
1379,1965,Master,Divorced,46267.45,0,1,2013-01-07,72,245,30,123,58,30,6,5,2,4,10,1,0,0,0,0,0,0,0,50,2,1,492,21,0,689,3,0.5988975015117999,-0.7353061688418957
1380,1942,Master,Single,54026.77,0,0,2013-06-30,25,270,26,142,78,14,48,4,4,3,9,3,0,0,0,0,0,0,0,73,1,0,578,20,0,515,3,1.0587579401024345,0.17922224903312986
1381,1985,2n Cycle,Married,43513.0,2,0,2012-08-18,23,52,23,64,6,17,45,2,4,3,6,11,0,0,1,0,0,0,0,30,4,2,207,15,1,831,1,-0.7554803889585733,0.8500085141222163
1382,1988,Graduation,Married,41848.64,2,0,2013-06-02,46,20,15,18,18,4,30,7,5,0,5,6,1,0,0,0,0,0,0,27,4,2,105,17,1,543,1,-1.5449689041199068,1.3744617847455183
1383,1978,Basic,Single,15153.55,0,0,2012-10-08,40,23,3,15,5,4,11,1,2,0,3,4,0,0,0,0,0,0,0,37,1,0,61,6,0,780,2,-1.6252042935112265,-1.4777180663671197
1384,1976,Master,Single,49454.88,2,1,2012-10-15,44,124,16,51,9,4,13,5,4,0,2,6,0,0,0,0,0,0,0,39,4,3,217,11,0,773,1,-1.4895348721932442,0.7166403413841714
1385,1948,Master,Married,44789.3,1,1,2013-12-19,26,347,6,311,60,26,37,2,4,3,10,3,0,0,1,0,0,0,0,67,4,2,787,19,1,343,3,1.3466923348302706,-0.40510436781709686
1386,1961,Basic,Married,31652.28,1,0,2013-05-15,50,41,10,3,1,0,5,1,2,0,2,1,0,0,0,0,0,0,0,54,3,1,60,5,0,561,2,-1.1527079929404298,-1.8782884346478321
1387,1983,Graduation,Single,32486.59,1,1,2012-05-28,58,113,0,33,31,1,5,7,2,1,4,11,0,0,0,0,0,0,0,32,3,2,183,14,0,913,1,-2.5200346063226045,1.3148812972847803
1388,1974,Graduation,Married,17625.34,2,0,2013-12-18,74,28,9,30,9,0,11,3,3,0,3,4,0,0,0,0,0,0,0,41,4,2,87,9,0,344,2,-2.1490848283148973,-0.8602799781475415
1389,1954,Graduation,Married,63683.54,1,1,2014-06-22,46,341,24,76,29,32,21,3,4,3,8,5,0,0,0,0,0,0,0,61,4,2,523,18,0,158,3,0.6113529237589655,0.19559498358363134
1390,1962,Master,Single,58771.54,0,2,2013-09-03,15,364,27,154,23,21,51,3,4,2,6,2,0,0,0,0,0,0,0,53,3,2,640,15,0,450,3,1.0261792456542138,-0.13169588022215303
1391,1971,PhD,Married,54771.73,0,0,2014-11-13,78,224,14,182,47,35,53,0,2,0,9,5,0,0,0,0,0,0,1,44,2,0,555,11,1,14,3,-0.15173637328222592,-1.4894048306980527
1392,1987,2n Cycle,Single,63196.32,1,0,2012-11-01,67,121,0,101,24,18,25,3,3,2,1,11,0,0,0,0,0,0,0,28,2,1,289,9,0,756,1,-1.7663071802560832,0.8017844678906041
1393,1966,PhD,Married,51483.5,0,1,2014-11-24,24,236,52,262,26,30,68,2,3,1,10,3,0,0,0,0,0,0,0,49,3,1,674,16,0,3,3,1.0455327648199424,-0.6911638947936951
1394,1992,Graduation,Together,39714.54,0,0,2014-10-20,13,61,30,143,6,21,14,7,7,0,1,9,0,0,1,1,0,0,0,23,2,0,275,15,2,38,1,-1.8193489339660611,2.6479028437730356
1395,1983,Graduation,Together,42787.1,0,1,2014-06-08,18,40,0,28,16,0,11,1,2,0,6,6,0,0,1,0,0,0,0,32,3,1,95,9,1,172,3,-0.6164612755520416,-0.8462458312721145
