ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response
1402,1979,Graduation,Single,58656.32,1,0,24-05-2013,29,6,15,67,31,0,35,5,3,1,7,4,0,0,0,0,0,0,1
1403,1985,2n Cycle,Single,33017.82,0,1,01-06-2012,26,41,23,45,26,32,25,2,6,2,1,8,0,0,0,0,0,0,0
1404,1900,2n Cycle,Single,29142.4,2,0,04-07-2014,63,7,12,4,9,24,6,0,1,0,4,4,0,1,0,0,0,0,0
1405,1966,Master,Together,83683.54,1,1,19-12-2013,27,559,84,468,90,36,83,0,5,7,10,4,0,0,0,0,0,0,0
1406,1975,Master,Together,22503.32,0,1,01-07-2013,46,48,4,52,3,19,20,1,1,0,3,5,0,0,0,0,0,0,0
1407,1980,PhD,Together,19838.75,0,0,09-10-2014,0,85,7,69,0,2,26,0,2,0,5,0,1,0,0,0,0,0,0
1408,1992,Graduation,Together,50905.71,0,0,16-09-2012,57,124,32,131,17,29,41,7,4,0,3,6,0,0,1,0,0,0,1
1409,1984,Graduation,Widow,58478.24,2,0,25-06-2013,33,100,4,84,17,22,35,2,7,1,5,10,0,0,1,0,0,0,1
1410,1950,Graduation,Married,60725.88,0,1,04-07-2012,30,377,2,235,23,0,80,4,3,0,3,4,0,0,0,0,0,0,0
1411,1968,Master,Divorced,32648.75,1,0,17-07-2012,87,33,15,30,13,8,2,1,2,1,0,1,0,0,0,0,0,0,0
1412,1979,2n Cycle,Divorced,48000.0,2,0,02-01-2014,60,24,6,12,9,0,14,2,4,0,1,2,0,0,0,1,0,0,1
1413,1977,Graduation,Single,22099.59,2,1,28-12-2012,59,64,11,1,10,6,3,2,0,0,1,4,0,0,0,0,0,0,0
1414,1988,Graduation,Together,25570.13,1,0,23-04-2014,49,247,9,120,38,1,22,5,4,0,3,7,0,0,1,0,0,0,0
1415,1961,Graduation,Single,80197.29,1,0,22-03-2014,0,466,59,396,114,85,170,4,3,2,9,2,1,0,1,0,1,0,1
1416,1991,Graduation,Married,31521.39,1,1,22-01-2013,51,133,1,80,33,23,4,6,8,0,2,5,0,0,0,0,0,0,0
1417,1969,Master,Together,52589.54,0,1,23-07-2012,38,177,84,110,108,14,31,2,2,1,6,5,0,0,0,0,0,0,0
1418,1941,Basic,Divorced,47881.68,0,2,25-03-2013,39,375,32,177,52,25,42,3,0,2,5,4,0,0,1,1,1,0,1
1419,1975,2n Cycle,Single,104065.93,0,1,12-11-2012,25,854,62,437,69,67,94,1,6,7,8,3,0,0,1,0,0,0,0
1420,1943,Graduation,Divorced,,0,2,17-09-2012,18,458,1,143,35,15,50,2,1,1,9,6,0,0,0,0,0,0,0
1421,1979,2n Cycle,Divorced,5000.0,1,0,13-12-2012,18,32,5,10,5,4,14,0,3,0,4,6,0,0,0,0,0,0,1
1422,1990,Master,Together,36093.23,1,1,09-12-2013,39,55,5,39,2,4,12,1,3,0,1,4,0,0,0,0,0,0,0
1423,1982,Master,Married,11475.1,1,1,16-02-2014,49,31,4,57,20,0,18,2,1,0,5,3,0,0,0,0,0,0,0
1424,1963,Basic,Single,28522.58,1,0,18-11-2014,79,30,0,22,17,21,12,0,2,1,0,6,0,0,0,0,0,0,0
1425,1981,Basic,Single,31017.84,0,0,17-03-2014,61,65,7,0,0,13,17,0,0,0,1,2,0,0,0,0,0,0,0
1426,1954,Graduation,Married,57706.54,0,0,12-07-2014,40,703,71,600,97,78,92,2,8,4,5,2,0,0,0,1,0,0,1
1427,1989,Master,Married,21426.26,2,0,19-05-2014,59,31,4,21,6,6,9,0,0,1,5,4,0,0,0,0,0,0,0
1428,1976,Graduation,Single,35733.54,0,0,23-01-2013,49,87,2,8,7,22,21,3,7,0,2,5,0,0,1,0,0,0,0
1429,1980,2n Cycle,Together,38489.56,1,1,20-09-2013,66,79,1,72,6,35,43,2,8,1,1,8,0,0,1,0,0,0,0
1430,1983,2n Cycle,Single,35367.84,2,0,02-05-2013,46,106,1,41,27,30,45,4,6,0,2,6,0,0,0,0,0,0,0
1431,1989,2n Cycle,Together,,0,0,11-01-2014,92,22,6,15,12,0,3,2,0,0,3,5,0,0,0,0,0,0,0
1432,1962,Master,Together,47313.5,1,1,05-12-2013,29,546,0,58,52,2,11,1,3,3,8,6,0,0,0,0,0,0,0
1433,1984,PhD,Married,40705.96,2,0,08-10-2014,69,68,10,78,10,31,32,8,6,0,7,6,0,1,0,0,0,0,0
1434,1988,2n Cycle,Married,41003.4,0,0,21-10-2013,48,16,37,75,26,21,11,7,7,1,5,5,0,0,0,0,0,0,1
1435,1973,Graduation,Married,19883.75,1,1,15-11-2014,48,50,6,19,7,16,18,3,2,0,2,3,0,0,0,0,0,0,0
1436,1963,Graduation,Together,17261.98,0,0,16-07-2012,72,47,15,26,0,5,11,0,3,0,3,1,0,0,0,0,0,0,0
1437,1971,Master,Married,98460.2,0,0,28-05-2014,27,757,50,246,124,35,116,3,7,4,5,1,1,0,0,0,0,0,0
1438,1993,2n Cycle,Single,51210.0,0,0,14-04-2013,62,153,10,64,34,21,43,6,7,1,0,6,0,0,0,0,0,0,0
1439,1994,Graduation,Together,52594.47,2,0,25-10-2013,46,67,7,132,20,5,52,5,3,0,4,6,0,0,0,0,0,0,0
1440,1965,Graduation,Married,90672.85,1,0,22-03-2013,19,742,83,463,108,79,101,1,5,7,9,2,1,0,0,0,1,0,0
1441,1962,Graduation,Married,80915.58,0,2,01-10-2013,1,345,0,284,76,35,51,1,2,3,4,4,0,0,0,1,0,0,1
1442,1988,Basic,Divorced,40631.11,2,1,12-09-2013,40,65,0,36,16,45,2,8,5,2,7,8,0,0,0,0,0,0,0
1443,1935,Graduation,Married,58061.53,1,1,21-11-2013,42,181,25,156,0,33,47,1,2,2,9,5,1,0,0,0,0,0,0
1444,1961,2n Cycle,Widow,43765.45,2,0,11-09-2012,63,20,0,42,15,18,16,1,0,1,2,2,0,0,1,0,0,0,0
1445,1992,Master,Divorced,34782.88,1,0,06-06-2014,65,3,12,17,13,0,0,1,1,2,3,6,0,0,0,0,0,0,0
1446,1899,PhD,Together,78527.05,1,0,14-06-2012,24,738,44,570,140,27,156,2,3,6,3,4,0,0,0,1,0,0,1
1447,1963,Master,Widow,111070.13,1,0,12-06-2012,30,181,56,448,99,42,162,0,4,9,8,3,1,0,0,1,1,0,0
1448,1984,Master,Single,49338.03,0,1,22-05-2013,16,191,0,28,28,16,48,4,8,4,2,7,0,0,0,1,0,0,0
1449,1962,Graduation,Married,61371.02,0,1,23-06-2014,29,306,31,188,4,45,44,5,1,1,5,1,0,0,0,0,0,0,0
1450,1980,Master,Single,48302.66,1,0,20-10-2013,24,136,24,0,33,13,21,3,2,0,3,8,0,0,0,0,0,0,0
1451,1988,Master,Single,25021.33,2,1,21-10-2012,42,66,18,111,19,23,24,3,8,2,7,10,1,0,0,0,0,0,1
1452,1984,2n Cycle,Married,41220.46,0,0,22-06-2013,58,63,19,87,23,0,20,6,8,1,0,8,0,0,0,0,0,0,1
1453,1968,PhD,Married,60622.34,0,0,10-02-2014,10,434,94,390,46,75,39,1,6,4,5,0,0,1,0,0,0,0,0
1454,1957,2n Cycle,Single,28864.21,0,0,06-12-2013,25,36,7,58,11,2,23,0,2,1,5,6,0,0,0,0,0,0,0
1455,1969,Graduation,Divorced,35110.96,0,1,18-10-2013,39,216,8,135,57,11,63,3,2,2,10,5,0,0,0,1,0,0,0
1456,1978,Graduation,Together,43651.66,0,0,19-09-2014,73,164,11,101,1,6,47,3,6,1,5,8,0,0,0,0,0,0,0
1457,1942,Graduation,Married,42777.98,1,0,29-11-2013,16,288,24,268,30,34,43,4,3,3,6,4,0,0,0,0,0,0,0
1458,1963,PhD,Married,61286.95,1,0,23-08-2014,60,449,4,262,66,70,70,2,4,2,8,1,1,0,0,0,0,0,1
1459,1950,Master,Divorced,42655.11,1,2,27-06-2013,16,333,11,176,56,47,35,0,8,2,8,3,0,0,0,0,0,0,0
1460,1984,Master,Together,40803.3,2,1,20-10-2013,64,133,19,90,24,22,10,6,5,1,4,7,0,0,0,0,0,0,0
1461,1976,Graduation,Divorced,37740.53,0,0,25-04-2013,68,139,18,58,0,19,19,5,10,1,7,6,0,0,0,0,0,0,0
1462,1993,Master,Married,36069.88,1,0,27-11-2014,65,67,8,52,0,15,22,0,1,1,1,7,0,0,0,0,0,0,1
1463,1975,2n Cycle,Together,13964.66,1,0,30-12-2012,25,32,11,25,5,9,25,1,2,1,0,8,0,0,0,0,0,0,0
1464,1970,Basic,Divorced,35797.47,0,0,09-11-2012,89,10,4,56,8,6,30,0,4,1,1,7,0,0,0,0,0,0,0
1465,1962,PhD,Together,85041.55,1,0,30-03-2014,10,632,49,317,91,62,106,1,7,6,9,3,1,0,0,0,0,0,1
1466,1960,Graduation,Married,62922.12,0,1,31-01-2014,41,452,21,253,82,24,59,3,5,3,5,3,0,0,0,0,0,0,0
1467,1986,Master,Single,40758.46,0,0,09-10-2013,93,166,10,82,39,5,29,6,6,1,1,10,0,0,0,0,1,0,0
1468,1960,Master,Married,93246.25,1,0,03-07-2013,11,686,16,457,121,0,148,3,5,6,10,3,1,0,0,0,1,0,1
1469,1984,Master,Married,23593.27,1,1,19-11-2013,37,125,31,22,2,9,27,5,5,2,3,7,0,0,0,0,0,0,0
1470,1973,Master,Married,64080.54,1,1,24-12-2012,49,591,59,416,69,33,68,4,4,8,4,4,0,0,0,0,0,0,0
1471,1977,Graduation,Together,46849.05,0,1,11-08-2014,32,193,39,120,6,4,34,2,3,2,2,7,0,0,0,0,0,0,0
1472,1976,Basic,Single,33422.89,0,0,16-08-2013,88,78,12,32,5,18,5,1,5,0,3,6,0,0,0,0,0,0,0
1473,1976,2n Cycle,Together,65114.16,0,1,01-04-2013,28,147,27,372,49,31,67,1,3,4,7,2,0,0,1,0,0,0,0
1474,1955,2n Cycle,Married,62343.46,0,1,12-10-2012,12,95,33,157,52,31,47,2,4,0,3,5,1,0,0,0,0,0,0
1475,1969,PhD,Together,100330.26,1,1,08-11-2012,7,655,48,620,112,56,120,2,9,4,7,0,0,0,0,0,0,0,0
1476,1958,Master,Together,79777.36,1,0,24-09-2013,10,684,97,490,134,63,107,0,3,7,8,3,0,0,0,0,1,0,0
1477,1965,Graduation,Single,104183.63,1,0,27-03-2014,26,500,83,271,145,53,133,3,4,3,6,3,0,1,0,1,1,0,0
1478,1973,Master,Married,92874.53,0,1,09-09-2014,8,793,40,483,35,38,142,0,2,6,8,1,0,0,0,0,0,0,0
1479,1985,Master,Single,101740.95,0,0,03-09-2013,24,708,87,769,64,52,141,3,4,4,8,5,1,1,1,0,0,0,1
1480,1962,Master,Together,25855.36,2,0,20-06-2012,73,102,1,54,13,6,9,1,2,0,5,2,0,0,0,0,0,0,0
1481,1966,Basic,Married,18235.29,2,0,02-11-2014,44,29,12,70,10,8,19,1,2,1,0,6,0,0,0,0,0,0,0
1482,1974,Graduation,Divorced,99507.81,0,1,07-03-2013,19,567,86,417,155,52,38,3,6,8,10,2,0,0,0,0,0,0,1
1483,1998,PhD,Together,49641.48,2,1,10-10-2012,63,122,27,103,48,8,8,4,11,0,3,5,0,0,0,0,0,0,0
1484,1967,Graduation,Single,20275.03,1,0,03-03-2014,23,2,6,15,8,13,27,0,1,0,0,6,0,0,0,0,0,0,0
1485,1965,Graduation,Married,57724.82,0,0,06-06-2013,9,254,0,156,51,23,19,6,6,1,11,3,0,0,0,0,1,0,0
1486,1978,Graduation,Widow,58007.04,2,0,23-07-2012,64,198,10,21,21,20,27,5,3,0,3,7,0,0,0,0,1,0,0
1487,1985,Graduation,Married,42964.99,2,1,27-08-2013,38,141,6,78,32,26,6,3,4,1,4,4,0,0,0,0,0,0,0
1488,1986,Graduation,Together,60926.15,1,1,23-10-2012,47,72,15,39,4,15,32,6,8,1,5,8,0,0,1,0,0,0,0
1489,1958,Master,Single,48011.95,0,0,09-07-2014,21,312,72,83,50,37,36,1,3,3,7,6,0,0,0,0,0,0,0
1490,1951,Graduation,Married,67344.47,0,0,21-04-2014,54,271,66,201,49,24,18,1,2,2,7,2,0,0,0,0,0,0,0
1491,1977,2n Cycle,Together,54094.97,1,1,13-10-2012,77,312,43,258,27,15,75,3,2,1,4,2,0,0,0,0,0,0,1
1492,1968,Graduation,Single,8025.64,1,0,16-12-2013,25,55,3,26,16,0,15,2,2,0,3,8,0,0,0,0,0,0,0
1493,1962,Master,Together,68816.16,0,0,14-09-2012,26,704,61,470,168,66,169,1,5,1,8,3,0,0,0,0,1,0,0
1494,1961,Master,Single,77416.67,1,2,29-08-2012,54,361,47,78,21,32,58,1,3,1,7,4,0,0,0,0,0,0,0
1495,1953,Graduation,Married,23120.95,1,0,28-11-2013,84,43,1,25,2,18,23,1,1,0,2,1,0,0,0,0,0,0,0
1496,1975,Graduation,Married,99133.35,0,0,09-01-2013,18,478,52,359,100,65,177,0,3,8,6,3,0,0,0,0,0,0,0
1497,1986,PhD,Divorced,44007.1,0,1,07-02-2013,42,66,12,48,0,27,32,6,11,0,4,7,0,1,0,0,0,0,0
1498,1959,Graduation,Together,68189.44,1,1,09-05-2013,33,407,26,76,25,31,50,2,3,0,9,1,0,0,0,0,0,0,0
1499,1992,Master,Together,55911.04,2,0,05-03-2013,20,0,16,113,30,31,46,2,9,2,1,4,0,0,0,0,0,0,0
1500,1967,Graduation,Together,18917.83,1,0,11-12-2012,61,14,3,27,16,12,16,1,2,0,2,5,0,0,0,0,0,0,0
1501,1986,Master,Married,36274.08,0,0,09-06-2012,63,106,3,37,37,8,19,9,5,0,4,6,0,0,0,0,0,0,0
1502,1989,PhD,Single,45982.17,2,1,22-07-2013,69,0,22,51,10,31,18,7,6,0,3,10,0,0,0,0,0,0,0
1503,1988,Basic,Single,36859.11,1,1,19-08-2014,53,41,10,44,10,1,15,2,0,0,3,6,0,0,0,0,0,0,0
1504,1982,Master,Married,83096.06,1,0,11-12-2013,57,338,118,370,71,115,134,0,8,4,7,1,1,0,0,0,0,0,0
1505,1992,Basic,Married,36092.29,0,0,13-09-2014,55,7,5,23,0,17,25,2,3,0,3,4,0,0,0,0,0,0,0
1506,1978,Graduation,Married,78254.79,1,0,01-11-2013,45,837,29,356,100,65,89,0,3,4,4,3,0,0,1,0,0,0,0
1507,1987,Graduation,Widow,51933.28,1,0,22-11-2013,5,168,2,0,0,15,9,5,3,2,6,7,0,0,0,0,0,0,1
1508,2000,Graduation,Single,55916.96,0,1,30-05-2012,34,144,1,67,0,25,17,5,6,0,2,5,0,0,0,0,0,0,0
1509,1981,Master,Divorced,42743.0,1,1,20-10-2014,88,192,0,101,15,8,28,7,6,0,5,5,0,1,0,0,0,0,1
1510,1966,Master,Together,89775.65,1,0,27-06-2012,43,491,86,385,127,13,122,3,3,1,8,3,0,0,1,1,0,0,1
1511,1982,Master,Widow,37031.61,1,1,26-02-2014,34,176,8,114,13,16,10,7,4,0,3,6,0,0,0,0,0,0,0
1512,1986,2n Cycle,Together,52378.4,0,0,02-10-2012,37,151,7,99,20,6,0,4,8,0,4,5,0,0,0,0,0,0,1
1513,1958,2n Cycle,Married,39556.76,1,1,07-06-2012,64,47,2,17,18,2,10,0,2,0,2,4,0,0,0,0,0,0,0
1514,1981,Basic,Married,14836.9,2,1,25-09-2014,29,45,2,36,21,11,13,0,3,0,1,0,1,0,0,0,0,0,0
1515,1979,Graduation,Divorced,65707.26,0,2,30-05-2012,31,143,31,0,22,0,55,3,4,0,9,7,0,0,0,0,0,0,0
1516,1964,2n Cycle,Divorced,18759.73,1,0,23-09-2014,23,16,6,28,21,6,2,0,2,1,0,6,0,0,0,0,0,0,0
1517,1980,Basic,Single,34208.49,1,1,20-06-2012,71,48,0,59,12,2,16,0,2,1,3,4,0,0,0,0,0,0,0
1518,1983,Graduation,Single,39091.76,2,1,13-07-2012,8,88,0,116,25,36,1,2,5,1,0,7,0,0,0,0,0,0,0
1519,1965,Graduation,Together,58466.36,0,0,03-06-2013,20,701,94,489,100,74,97,2,1,6,8,2,1,0,0,0,1,0,0
1520,1961,PhD,Married,66167.37,1,0,06-09-2014,38,256,20,209,18,36,40,0,0,0,8,4,0,1,0,0,0,0,0
1521,1974,PhD,Together,40994.97,2,0,28-07-2013,35,97,10,4,41,26,27,4,7,0,2,6,0,0,0,0,0,0,0
1522,1957,Master,Together,71931.38,0,0,18-08-2012,16,744,94,465,85,64,105,2,0,6,9,3,0,0,0,1,0,0,0
1523,1971,Master,Together,39466.91,1,0,24-08-2014,62,32,4,43,13,7,9,0,2,1,0,6,0,0,0,0,0,0,0
1524,1974,2n Cycle,Single,30433.86,0,0,04-08-2012,69,18,9,12,12,4,8,1,0,1,2,5,0,0,0,0,0,0,0
1525,1955,PhD,Divorced,46580.11,1,1,09-04-2014,37,291,46,226,64,8,35,0,1,2,6,3,0,1,0,0,0,0,0
1526,1965,Master,Divorced,62425.46,0,0,08-11-2014,27,382,57,0,18,21,62,5,2,2,8,3,0,0,1,0,0,0,0
1527,1959,Master,Together,51316.47,0,0,08-10-2013,21,303,37,174,41,15,77,4,1,1,6,6,1,0,0,0,1,0,1
1528,1990,Graduation,Married,30133.03,0,1,10-08-2013,49,0,10,16,22,6,20,2,0,0,3,6,0,1,0,0,0,0,0
1529,1985,2n Cycle,Single,22775.23,0,0,21-06-2014,47,134,16,79,27,19,6,8,4,1,4,5,0,0,0,0,0,0,0
1530,1962,Master,Together,56562.81,0,1,30-08-2012,32,295,27,197,42,15,60,2,2,1,8,6,0,0,0,0,0,0,0
1531,1980,Master,Married,52627.8,0,0,31-03-2013,8,121,17,33,29,23,47,5,7,2,4,4,0,0,0,0,0,0,1
1532,1990,Graduation,Together,40715.79,2,0,16-09-2013,56,13,15,82,38,14,14,6,8,1,2,8,0,0,0,0,0,0,0
1533,1976,Master,Married,58636.9,1,0,24-02-2013,47,354,36,45,41,15,56,0,1,1,3,4,0,0,1,0,0,0,0
1534,1986,Graduation,Married,42184.93,0,0,06-09-2014,22,58,22,62,0,38,26,4,6,2,5,9,0,0,0,0,0,0,0
1535,1969,PhD,Divorced,74200.24,1,0,18-06-2013,5,487,69,496,107,16,108,2,3,6,8,3,1,0,0,0,0,0,0
1536,1982,Basic,Married,36539.19,1,0,12-07-2013,57,151,21,77,39,2,34,5,7,0,2,5,0,0,0,0,0,0,0
1537,1966,2n Cycle,Married,63252.57,0,0,11-08-2012,29,327,55,280,83,0,69,2,4,1,8,3,0,0,1,0,0,0,0
1538,1992,Graduation,Single,38066.06,2,0,11-10-2012,64,67,2,170,23,9,19,7,8,1,1,8,0,0,0,0,0,0,0
1539,1959,Graduation,Single,28606.62,1,0,21-10-2012,47,20,13,21,0,15,25,1,0,0,6,3,0,0,0,0,0,0,0
1540,1975,Graduation,Single,41996.78,0,2,30-08-2012,35,159,61,156,28,40,45,2,2,3,8,2,0,0,0,0,0,0,0
1541,1950,Graduation,Married,54610.62,0,2,19-05-2014,61,285,36,292,36,20,27,1,4,3,7,4,0,0,0,0,0,0,0
1542,1954,2n Cycle,Widow,36080.4,0,0,22-06-2014,99,32,9,17,13,1,38,3,3,1,4,8,0,0,0,0,0,0,1
1543,1973,Master,Single,76528.46,0,1,26-05-2014,12,339,66,468,72,49,131,0,5,4,11,2,1,0,0,0,0,0,1
1544,1962,PhD,Together,80759.13,0,1,02-04-2013,42,640,109,364,121,87,76,0,3,5,8,5,0,1,0,0,1,0,0
1545,1972,Graduation,Married,26209.48,0,0,12-07-2013,67,30,10,0,0,0,11,1,1,0,1,8,0,0,0,0,0,0,0
1546,1984,Graduation,Married,23579.37,0,1,06-01-2014,26,58,4,62,5,1,22,1,1,0,3,2,0,0,0,0,0,0,0
1547,1965,PhD,Married,83644.8,1,0,28-06-2012,50,960,57,333,106,86,97,1,5,7,6,1,0,1,0,1,0,0,0
1548,1976,Graduation,Single,,1,0,05-10-2013,70,60,11,22,20,0,22,0,1,0,2,7,0,0,0,0,0,0,0
1549,1980,Graduation,Together,95982.51,1,0,11-05-2014,20,836,89,275,99,19,129,3,8,0,12,2,0,0,1,0,1,0,0
1550,1963,Graduation,Together,83702.17,1,1,15-01-2013,30,554,34,526,99,37,116,3,4,10,13,3,0,0,0,1,0,0,1
1551,1940,PhD,Together,52848.64,1,0,26-02-2014,5,408,84,407,52,53,107,3,7,5,8,4,1,0,0,1,0,0,0
1552,2000,Master,Married,48964.34,1,0,11-05-2014,61,134,25,42,15,45,27,6,5,0,3,10,0,0,0,1,0,0,0
1553,1974,Graduation,Together,53521.92,2,0,28-10-2013,45,41,0,22,17,19,0,4,4,0,4,7,0,0,0,0,0,0,0
1554,1969,Basic,Married,40408.52,2,1,29-07-2014,30,56,5,21,0,9,16,0,2,0,2,7,0,0,0,0,0,0,0
1555,1977,Master,Together,24605.91,1,1,13-03-2013,49,165,24,26,0,31,30,5,4,3,5,7,0,0,0,0,0,0,0
1556,1977,Graduation,Married,96344.54,0,0,22-10-2014,41,759,63,465,107,75,132,2,4,4,4,3,1,0,1,0,0,0,0
1557,1982,PhD,Single,33882.96,2,1,15-11-2014,28,172,11,82,0,5,18,6,7,1,2,10,0,0,1,0,0,0,0
1558,1962,Graduation,Married,97484.42,0,0,30-03-2013,33,768,114,273,145,89,138,0,7,5,5,2,1,0,0,1,0,0,1
1559,1970,PhD,Together,90046.83,0,0,07-08-2014,26,486,13,221,69,71,107,0,7,4,9,5,0,0,0,1,0,0,0
1560,1991,Master,Married,37359.86,1,1,23-12-2012,66,139,3,77,0,15,29,3,5,1,5,7,0,0,0,0,0,0,0
1561,1947,Master,Married,49112.11,1,1,13-07-2014,26,316,33,55,46,0,34,1,2,3,10,4,0,0,0,0,0,0,1
1562,1991,Master,Married,44000.29,1,0,17-05-2014,65,132,0,88,0,27,58,2,6,0,4,7,0,0,0,1,0,0,0
1563,2000,Master,Married,64759.36,1,0,16-01-2013,52,62,1,166,20,11,31,0,5,0,3,8,0,0,0,0,0,0,0
1564,1965,PhD,Married,82841.35,0,0,18-08-2013,50,720,41,573,90,65,111,2,3,8,9,3,0,1,0,1,0,0,0
1565,1971,Master,Married,50439.28,1,2,06-12-2012,70,169,44,216,56,20,29,2,2,0,8,2,0,0,0,0,0,0,0
1566,1981,Graduation,Single,29546.01,1,0,27-09-2014,80,92,37,49,24,0,29,7,2,1,2,6,0,0,0,0,0,0,0
1567,1961,Master,Together,71412.26,1,1,25-08-2014,9,543,57,510,78,53,67,1,5,8,10,2,0,1,1,0,0,0,1
1568,1974,Graduation,Single,40583.94,1,1,08-02-2014,55,113,23,9,33,0,28,3,8,0,0,7,0,0,0,0,0,0,0
1569,1967,2n Cycle,Married,90979.83,0,1,16-04-2013,37,655,77,232,65,70,92,0,5,4,10,4,0,1,1,1,0,0,1
1570,1984,Graduation,Married,46454.44,0,0,03-12-2013,67,155,16,53,28,2,22,7,3,1,0,7,0,0,0,0,0,0,1
1571,1967,2n Cycle,Single,63834.35,0,1,25-03-2013,45,921,63,394,141,28,89,3,3,9,9,5,1,1,0,0,0,0,1
1572,1959,2n Cycle,Divorced,27570.42,1,0,01-01-2013,78,41,12,10,3,9,0,4,3,0,0,5,0,0,0,0,0,0,0
1573,1989,PhD,Together,47922.38,0,1,01-10-2014,44,150,2,120,22,17,32,1,5,2,2,4,0,0,0,0,0,0,1
1574,1989,Graduation,Divorced,40744.13,0,1,26-02-2014,43,59,6,37,8,19,14,0,3,1,3,6,0,0,0,0,0,0,0
1575,1994,Graduation,Together,44768.9,1,0,02-08-2014,48,145,0,122,5,18,42,4,6,1,4,7,0,0,0,0,0,0,0
1576,1963,Master,Single,96876.84,0,0,20-08-2012,28,603,54,546,133,92,134,2,4,8,8,2,1,0,0,0,0,0,0
1577,1962,2n Cycle,Married,53835.18,0,2,25-02-2014,29,248,46,158,73,27,70,6,4,2,7,6,0,0,0,0,0,0,0
1578,1964,Graduation,Together,48002.7,0,1,06-10-2014,12,292,15,281,12,35,20,1,1,4,9,3,0,0,0,0,0,0,0
1579,1989,Basic,Married,,1,0,18-02-2014,27,49,10,62,23,1,5,1,1,1,4,5,0,0,0,0,0,0,0
1580,1961,Graduation,Widow,83757.41,1,1,30-04-2014,31,612,73,570,57,25,104,1,7,9,11,1,0,0,1,1,0,0,0
1581,1973,2n Cycle,Together,26388.37,1,0,02-07-2014,70,0,8,32,0,8,0,3,1,0,2,4,0,0,0,0,0,0,0
1582,1969,Graduation,Divorced,28499.67,2,1,09-09-2014,96,1,0,64,15,0,6,2,0,0,3,6,0,0,0,1,0,0,1
1583,1977,Graduation,Together,41486.62,0,0,22-10-2014,60,102,8,126,16,11,50,4,9,1,1,6,0,0,0,0,0,0,0
1584,1983,Graduation,Divorced,41667.32,1,1,14-07-2013,61,239,5,0,13,6,10,4,7,2,3,9,0,0,0,0,0,0,0
1585,1965,Graduation,Single,47205.77,0,2,16-07-2013,25,243,23,208,8,5,0,5,4,4,5,6,0,1,0,0,0,0,1
1586,1985,2n Cycle,Together,22664.45,1,1,02-07-2012,50,118,13,72,0,15,35,3,3,0,3,8,0,0,0,0,0,0,0
1587,1985,PhD,Divorced,18783.07,1,1,16-03-2013,47,18,0,23,17,6,26,0,4,0,4,6,0,0,0,0,0,0,0
1588,1973,PhD,Married,59633.72,1,1,02-10-2013,25,286,58,248,81,46,45,3,2,3,10,5,0,0,0,0,0,0,0
1589,1984,2n Cycle,Married,29031.43,1,0,06-10-2014,62,34,10,35,5,10,0,0,3,0,1,4,0,0,0,0,0,0,0
1590,1986,Graduation,Single,55340.52,2,0,08-08-2013,68,46,7,38,26,10,12,6,6,2,2,7,0,0,0,0,0,0,0
1591,1960,Master,Single,60091.79,0,1,27-08-2013,12,295,44,79,62,51,41,4,2,1,3,7,0,0,0,0,0,0,1
1592,1974,2n Cycle,Married,95950.08,1,0,04-04-2013,64,753,81,206,71,20,90,3,9,6,3,5,1,1,0,0,0,0,1
1593,1984,2n Cycle,Together,49418.83,1,1,20-02-2013,77,84,20,74,0,0,0,5,4,1,0,5,0,0,1,0,0,0,0
1594,1970,PhD,Married,,1,0,12-07-2014,62,275,61,51,78,0,52,2,0,4,8,4,0,0,0,0,0,0,0
1595,1968,Graduation,Single,40752.56,2,0,20-09-2013,48,20,0,48,6,12,0,0,1,0,1,6,0,0,0,0,0,0,0
1596,1973,PhD,Single,106205.4,0,1,23-02-2014,35,560,63,440,107,58,173,1,7,7,7,5,1,0,1,1,1,0,0
1597,1974,PhD,Widow,97195.46,0,0,07-06-2012,18,671,50,405,77,9,97,0,5,5,10,4,1,0,0,0,0,0,1
1598,1961,2n Cycle,Single,64894.22,1,0,22-09-2012,42,405,43,288,131,74,103,3,4,7,5,3,1,0,1,1,0,0,0
1599,1982,Graduation,Divorced,42349.83,1,0,26-11-2012,74,91,25,111,0,0,45,4,6,2,4,6,0,0,0,0,0,0,0
